Timestamp,Pre_PRBS_Tank_Temp,Cold_Valve_%,Hot_Valve_%,Flow_Rate,Mixed_Temperature,Is_Settling
2025-06-18 18:47:38,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,11.076204718161565,37.17626650572001,0
2025-06-18 18:47:38,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.888882106997896,37.194736487227786,0
2025-06-18 18:47:39,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,11.086779381694999,37.11789430665526,0
2025-06-18 18:47:39,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.857158116397594,37.137762047032375,0
2025-06-18 18:47:40,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.875286111026337,37.12851958207838,0
2025-06-18 18:47:40,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.85413678395947,37.13541098443727,0
2025-06-18 18:47:41,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.739326151310769,37.14370568580409,0
2025-06-18 18:47:41,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.751411481063265,37.1696351061767,0
2025-06-18 18:47:42,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.817880794701988,37.152168226937675,0
2025-06-18 18:47:43,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.758964812158576,37.154777629241856,0
2025-06-18 18:47:43,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.677388836329234,37.18174469739937,0
2025-06-18 18:47:44,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.613940855128636,37.172206201289406,0
2025-06-18 18:47:44,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.604876857814265,37.187993364663576,0
2025-06-18 18:47:45,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.83600878933073,37.1357030136598,0
2025-06-18 18:47:45,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.697027497177038,37.12478116416079,0
2025-06-18 18:47:46,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,11.003692739646596,37.110157878289876,0
2025-06-18 18:47:47,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.731772820215461,37.15854234831367,0
2025-06-18 18:47:47,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.888882106997894,37.11620402039166,0
2025-06-18 18:47:48,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.971968749046297,37.09814090680769,0
2025-06-18 18:47:48,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.882839442121648,37.130575287721,0
2025-06-18 18:47:49,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,11.086779381694997,37.075964657150266,0
2025-06-18 18:47:49,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.917584765160068,37.10498676944013,0
2025-06-18 18:47:50,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,11.036927396465956,37.08744227913291,0
2025-06-18 18:47:51,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.783135471663563,37.12865837121634,0
2025-06-18 18:47:51,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.866222113711967,37.15011497029067,0
2025-06-18 18:47:52,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.923627430036317,37.14114455171642,0
2025-06-18 18:47:52,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,11.195547349467454,37.084954827735146,0
2025-06-18 18:47:53,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,11.151738029114657,37.06462361397271,0
2025-06-18 18:47:53,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,11.076204718161565,37.07406332916884,0
2025-06-18 18:47:54,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.982543412579728,37.088970845466974,0
2025-06-18 18:47:55,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.91909543137913,37.08589180852035,0
2025-06-18 18:47:55,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,11.020310068056276,37.10010242265992,0
2025-06-18 18:47:56,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,11.19403668324839,37.04899008598482,0
2025-06-18 18:47:56,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.928159428693501,37.07994612897782,0
2025-06-18 18:47:57,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.925138096255377,37.07615755659648,0
2025-06-18 18:47:57,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.78917813653981,37.10075902292693,0
2025-06-18 18:47:58,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.822412793359172,37.063425733772554,0
2025-06-18 18:47:58,65.03400484000001,35.98039284000001,29.341683747391343,5.60828156104143,10.570131534775841,37.12000361421507,0
